Location Type,Item ID,Original Text,Entity Type,Start Offset,End Offset,Review (TP/FP/FN)
Table_15_Row_3_Col_1_Para_0,0,the SEBI ICDR Regulations,ORG,165,190,TP
Table_15_Row_3_Col_1_Para_0,0,Life Insurance Companies and Pension Funds,ORG,424,466,TP
Table_15_Row_3_Col_1_Para_0,0,Life Insurance Companies and Pension Funds,ORG,533,575,TP
Table_15_Row_3_Col_1_Para_0,0,the Life Insurance Companies and Pension Funds,ORG,668,714,TP
Table_15_Row_3_Col_1_Para_0,0,the SEBI ICDR Regulations,ORG,798,823,TP
Table_15_Row_4_Col_0_Para_0,0,Application Supported,ORG,0,21,TP
Table_15_Row_4_Col_1_Para_0,0,ASBA,ORG,56,60,TP
Table_15_Row_4_Col_1_Para_0,0,SCSB,ORG,103,107,TP
Table_15_Row_4_Col_1_Para_0,0,UPI,ORG,199,202,TP
Table_15_Row_4_Col_1_Para_0,0,"UPI 
Mandate",ORG,267,279,TP
Table_15_Row_4_Col_1_Para_0,0,UPI,ORG,295,298,TP
Table_15_Row_5_Col_0_Para_0,0,ASBA Account,PERSON,0,12,TP
Table_15_Row_5_Col_1_Para_0,0,SCSB,ORG,34,38,TP
Table_15_Row_5_Col_1_Para_0,0,ASBA,ORG,101,105,TP
Table_15_Row_5_Col_1_Para_0,0,UPI,ORG,208,211,TP
Table_15_Row_5_Col_1_Para_0,0,UPI Mandate,ORG,257,268,TP
Table_15_Row_5_Col_1_Para_0,0,UPI,ORG,290,293,TP
Table_15_Row_6_Col_0_Para_0,0,ASBA,ORG,0,4,TP
Table_15_Row_7_Col_1_Para_0,0,ASBA,ORG,61,65,TP
Table_15_Row_7_Col_1_Para_0,0,Allotment,ORG,137,146,TP
Table_15_Row_9_Col_0_Para_0,0,Offer,ORG,15,20,TP
Table_15_Row_9_Col_1_Para_0,0,the Escrow Collection Bank,ORG,14,40,TP
Table_15_Row_9_Col_1_Para_0,0,the Refund Bank,LOCATION,42,57,TP
Table_15_Row_9_Col_1_Para_0,0,the Public Offer Account Bank,ORG,59,88,TP
Table_15_Row_10_Col_1_Para_0,0,Allotted,ORG,37,45,TP
Table_15_Row_10_Col_1_Para_0,0,Offer,ORG,78,83,TP
Table_15_Row_11_Col_1_Para_0,0,ASBA,ORG,65,69,TP
Table_15_Row_11_Col_1_Para_0,0,the Anchor Investor Application Form,ORG,205,241,TP
Table_15_Row_11_Col_1_Para_0,0,the Price Band,ORG,307,321,TP
Table_15_Row_12_Col_1_Para_0,0,ASBA,ORG,345,349,TP
Table_15_Row_12_Col_1_Para_0,0,Offer,ORG,413,418,TP
Table_15_Row_13_Col_1_Para_0,0,The Anchor Investor Application Form,ORG,0,36,TP
Table_16_Row_0_Col_1_Para_0,0,the Anchor Investors,ORG,45,65,TP
Table_16_Row_0_Col_1_Para_0,0,the Designated Intermediaries,ORG,88,117,TP
Table_16_Row_0_Col_1_Para_0,0,"December 18, 2025",DATE,150,167,TP
Table_16_Row_0_Col_1_Para_0,0,Financial Express,ORG,213,230,TP
Table_16_Row_0_Col_1_Para_0,0,daily,DATE_TIME,269,274,TP
Table_16_Row_0_Col_1_Para_0,0,Hindi,ORG,333,338,TP
Table_16_Row_0_Col_1_Para_0,0,daily,DATE_TIME,348,353,TP
Table_16_Row_0_Col_1_Para_0,0,Pune,ORG,370,374,TP
Table_16_Row_0_Col_1_Para_0,0,Loksatta,ORG,386,394,TP
Table_16_Row_0_Col_1_Para_0,0,Marathi,ORG,416,423,TP
Table_16_Row_0_Col_1_Para_0,0,daily,DATE_TIME,424,429,TP
Table_16_Row_0_Col_1_Para_0,0,Marathi,ORG,441,448,TP
Table_16_Row_0_Col_1_Para_0,0,Maharashtra,ORG,480,491,TP
Table_16_Row_0_Col_1_Para_0,0,Syndicate,ORG,671,680,TP
Table_16_Row_0_Col_1_Para_0,0,the Designated Intermediaries,ORG,746,775,TP
Table_16_Row_0_Col_1_Para_1,1,Working Day,DATE_TIME,100,111,TP
Table_16_Row_0_Col_1_Para_1,1,the SEBI ICDR Regulations,ORG,167,192,TP
Table_16_Row_0_Col_1_Para_1,1,the Stock Exchanges,ORG,304,323,TP
Table_16_Row_1_Col_1_Para_0,0,the Anchor Investors,ORG,45,65,TP
Table_16_Row_1_Col_1_Para_0,0,Designated Intermediaries,ORG,89,114,TP
Table_16_Row_1_Col_1_Para_0,0,"December 16, 2025",DATE,149,166,TP
Table_16_Row_1_Col_1_Para_0,0,Financial Express,ORG,212,229,TP
Table_16_Row_1_Col_1_Para_0,0,daily,DATE_TIME,268,273,TP
Table_17_Row_1_Col_1_Para_0,0,Hindi,ORG,58,63,TP
Table_17_Row_1_Col_1_Para_0,0,daily,DATE_TIME,73,78,TP
Table_17_Row_1_Col_1_Para_0,0,Pune,ORG,95,99,TP
Table_17_Row_1_Col_1_Para_0,0,Loksatta,ORG,111,119,TP
Table_17_Row_1_Col_1_Para_0,0,Marathi,ORG,141,148,TP
Table_17_Row_1_Col_1_Para_0,0,daily,DATE_TIME,149,154,TP
Table_17_Row_1_Col_1_Para_0,0,Marathi,ORG,166,173,TP
Table_17_Row_1_Col_1_Para_0,0,Maharashtra,ORG,204,215,TP
Table_17_Row_2_Col_1_Para_0,0,Anchor Investors,ORG,30,46,TP
Table_17_Row_2_Col_1_Para_0,0,the SEBI ICDR Regulations,ORG,258,283,TP
Table_17_Row_2_Col_1_Para_0,0,this Red Herring Prospectus,ORG,300,327,TP
Table_17_Row_2_Col_1_Para_0,0,three Working Days,DATE_TIME,391,409,TP
Table_17_Row_2_Col_1_Para_1,1,Working Day,ORG,184,195,TP
Table_17_Row_2_Col_1_Para_1,1,10 Working Days,DATE_TIME,243,258,TP
Table_17_Row_4_Col_1_Para_0,0,Designated Intermediaries,ORG,21,46,TP
Table_17_Row_4_Col_1_Para_0,0,the ASBA Forms,ORG,60,74,TP
Table_17_Row_4_Col_1_Para_0,0,Designated SCSB Branches,ORG,82,106,TP
Table_17_Row_4_Col_1_Para_0,0,Specified Locations for Syndicate,ORG,118,151,TP
Table_17_Row_4_Col_1_Para_0,0,Broker Centres for Registered Brokers,ORG,153,190,TP
Table_17_Row_4_Col_1_Para_0,0,Designated RTA Locations,ORG,192,216,TP
Table_17_Row_5_Col_1_Para_0,0,Schedule XIII,PERSON,38,51,TP
Table_17_Row_5_Col_1_Para_0,0,the SEBI ICDR Regulations,ORG,55,80,TP
Table_17_Row_5_Col_1_Para_0,0,Offer,ORG,104,109,TP
Table_17_Row_6_Col_0_Para_1,1,Managers/ BRLMs/Managers,PERSON,0,24,TP
Table_17_Row_6_Col_1_Para_0,0,Offer,ORG,38,43,TP
Table_17_Row_6_Col_1_Para_0,0,Nuvama Wealth Management Limited,ORG,52,84,TP
Table_17_Row_6_Col_1_Para_0,0,ICICI Securities Limited,ORG,89,113,TP
Table_17_Row_7_Col_0_Para_0,0,Broker Centres,ORG,0,14,TP
Table_17_Row_7_Col_1_Para_0,0,UPI,ORG,101,104,TP
Table_17_Row_8_Col_1_Para_0,0,Anchor Investors,ORG,64,80,TP
Table_17_Row_9_Col_0_Para_0,0,Cap Price,PERSON,0,9,TP
Table_17_Row_9_Col_1_Para_0,0,the Price Band,ORG,18,32,TP
Table_17_Row_9_Col_1_Para_0,0,the Offer Price,ORG,46,61,TP
Table_17_Row_9_Col_1_Para_0,0,the Floor Price,ORG,235,250,TP
Table_17_Row_10_Col_1_Para_0,0,"December 9, 2025",DATE,16,32,TP
Table_17_Row_10_Col_1_Para_0,0,the Promoter Selling Shareholders,ORG,71,104,TP
Table_17_Row_10_Col_1_Para_0,0,Registrar,ORG,110,119,TP
Table_17_Row_10_Col_1_Para_0,0,Offer,ORG,127,132,TP
Table_17_Row_10_Col_1_Para_0,0,the Book Running Lead Managers,ORG,134,164,TP
Table_17_Row_10_Col_1_Para_0,0,UPI Circulars,ORG,236,249,TP
Table_17_Row_10_Col_1_Para_0,0,Anchor Investors,ORG,354,370,TP
Table_17_Row_10_Col_1_Para_0,0,the Public Offer Account,ORG,393,417,TP
Table_17_Row_11_Col_1_Para_0,0,Depositories,ORG,56,68,TP
Table_17_Row_11_Col_1_Para_0,0,Bidder,ORG,88,94,TP
Table_17_Row_12_Col_0_Para_0,0,CDP,ORG,35,38,TP
Table_17_Row_12_Col_1_Para_0,0,SEBI,ORG,80,84,TP
Table_17_Row_12_Col_1_Para_0,0,the Designated CDP Locations,ORG,124,152,TP
Table_17_Row_12_Col_1_Para_0,0,CIR,ORG,178,181,TP
Table_17_Row_12_Col_1_Para_0,0,11/2015,DATE_TIME,198,205,TP
Table_17_Row_12_Col_1_Para_0,0,"November 10, 2015",DATE,212,229,TP
Table_17_Row_12_Col_1_Para_0,0,the SEBI ICDR Regulations,ORG,307,332,TP
Table_17_Row_12_Col_1_Para_0,0,SEBI,ORG,345,349,TP
Table_17_Row_12_Col_1_Para_0,0,SEBI,ORG,391,395,TP
Table_17_Row_13_Col_1_Para_0,0,the Price Band,ORG,103,117,TP
Table_17_Row_13_Col_1_Para_1,1,Retail Individual Investors Bidding,ORG,5,40,TP
Table_17_Row_13_Col_1_Para_1,1,the Cut-of Price,LOCATION,86,102,TP
Table_17_Row_13_Col_1_Para_1,1,Anchor Investors,ORG,120,136,TP
Table_17_Row_13_Col_1_Para_1,1,Non-Institutional Investors,ORG,142,169,TP
Table_18_Row_0_Col_1_Para_0,0,UPI ID,ORG,148,154,TP
Table_18_Row_1_Col_1_Para_0,0,Designated CDP Locations,ORG,118,142,TP
Table_18_Row_1_Col_1_Para_0,0,the Collecting Depository Participants,ORG,184,222,TP
Table_18_Row_1_Col_1_Para_0,0,wnd wnd,ORG,320,327,TP
Table_18_Row_2_Col_1_Para_0,0,Prospectus,ORG,264,274,TP
Table_18_Row_2_Col_1_Para_0,0,the Basis of Allotment,ORG,299,321,TP
Table_18_Row_2_Col_1_Para_0,0,the Designated Stock Exchange,ORG,343,372,TP
Table_18_Row_2_Col_1_Para_0,0,Allotted,ORG,411,419,TP
Table_18_Row_2_Col_1_Para_0,0,Offer,ORG,449,454,TP
Table_18_Row_3_Col_1_Para_0,0,ASBA Forms,ORG,15,25,TP
Table_18_Row_3_Col_1_Para_0,0,UPI,ORG,39,42,TP
Table_18_Row_3_Col_1_Para_0,0,SCSB,ORG,96,100,TP
Table_18_Row_3_Col_1_Para_0,0,Designated Intermediaries,ORG,146,171,TP
Table_19_Row_1_Col_1_Para_0,0,ASBA Forms,ORG,15,25,TP
Table_19_Row_1_Col_1_Para_0,0,UPI,ORG,39,42,TP
Table_19_Row_1_Col_1_Para_0,0,UPI Mandate,ORG,107,118,TP
Table_19_Row_1_Col_1_Para_0,0,UPI,ORG,135,138,TP
Table_19_Row_1_Col_1_Para_0,0,the UPI Mechanism,ORG,153,170,TP
Table_19_Row_1_Col_1_Para_0,0,Syndicate,ORG,209,218,TP
Table_19_Row_1_Col_1_Para_0,0,Registered Brokers,ORG,235,253,TP
Table_19_Row_1_Col_1_Para_1,1,ASBA Forms,ORG,15,25,TP
Table_19_Row_1_Col_1_Para_1,1,Designated Intermediaries,ORG,84,109,TP
Table_19_Row_1_Col_1_Para_1,1,SCSBs,ORG,121,126,TP
Table_19_Row_1_Col_1_Para_1,1,Syndicate,ORG,128,137,TP
Table_19_Row_1_Col_1_Para_1,1,sub-Syndicate,ORG,139,152,TP
Table_19_Row_2_Col_1_Para_0,0,ASBA,ORG,31,35,TP
Table_19_Row_2_Col_1_Para_0,0,UPI,ORG,82,85,TP
Table_19_Row_2_Col_1_Para_0,0,ASBA Forms,ORG,98,108,TP
Table_19_Row_2_Col_1_Para_0,0,UPI,ORG,115,118,TP
Table_19_Row_2_Col_1_Para_0,0,Designated RTA Locations,ORG,141,165,TP
Table_19_Row_3_Col_1_Para_0,0,SCSBs,ORG,21,26,TP
Table_19_Row_3_Col_1_Para_0,0,the ASBA Forms,ORG,47,61,TP
Table_19_Row_3_Col_1_Para_0,0,SEBI,ORG,110,114,TP
Table_19_Row_4_Col_0_Para_0,0,Designated Stock Exchange,ORG,0,25,TP
Table_19_Row_4_Col_1_Para_0,0,BSE,ORG,0,3,TP
Table_19_Row_5_Col_1_Para_0,0,"May 22, 2025",DATE,39,51,TP
Table_19_Row_5_Col_1_Para_0,0,the SEBI ICDR Regulations,ORG,79,104,TP
Table_19_Row_5_Col_1_Para_0,0,Allotted,ORG,196,204,TP
Table_19_Row_5_Col_1_Para_0,0,Offer,ORG,225,230,TP
Table_19_Row_7_Col_1_Para_0,0,India,LOCATION,58,63,TP
Table_19_Row_7_Col_1_Para_0,0,Offer,ORG,130,135,TP
Table_19_Row_7_Col_1_Para_0,0,the Bid Cum Application Form,ORG,192,220,TP
Table_19_Row_8_Col_1_Para_0,0,the Escrow Collection Bank,ORG,21,47,TP
Table_19_Row_8_Col_1_Para_0,0,Anchor Investors,ORG,68,84,TP
Table_19_Row_8_Col_1_Para_0,0,NEFT/RTGS/NACH,ORG,131,145,TP
Table_19_Row_9_Col_0_Para_0,0,Escrow Collection Bank,ORG,0,22,TP
Table_19_Row_9_Col_1_Para_0,0,SEBI,ORG,53,57,TP
Table_19_Row_9_Col_1_Para_0,0,HDFC Bank Limited,ORG,182,199,TP
Table_19_Row_11_Col_1_Para_0,0,the Price Band,ORG,17,31,TP
Table_19_Row_13_Col_1_Para_0,0,₹,ORG,87,88,TP
Table_19_Row_13_Col_1_Para_0,0,₹,ORG,133,134,TP
Table_19_Row_14_Col_1_Para_0,0,2012,DATE_TIME,116,120,TP
Table_19_Row_15_Col_1_Para_0,0,The General Information Document,ORG,0,32,TP
Table_19_Row_15_Col_1_Para_0,0,SEBI,ORG,108,112,TP
Table_19_Row_15_Col_1_Para_0,0,SEBI/HO/CFD/DIL1/CIR/P/2020/37,ORG,123,153,TP
Table_19_Row_15_Col_1_Para_0,0,"March 17, 2020",DATE,161,175,TP
Table_19_Row_15_Col_1_Para_0,0,SEBI,ORG,186,190,TP
Table_19_Row_15_Col_1_Para_0,0,the UPI Circulars,ORG,249,266,TP
Table_19_Row_15_Col_1_Para_0,0,SEBI,ORG,323,327,TP
Table_19_Row_16_Col_0_Para_0,0,GSM,ORG,0,3,TP
Table_19_Row_18_Col_0_Para_0,0,ICICI,ORG,0,5,TP
Table_19_Row_18_Col_1_Para_0,0,ICICI Securities Limited,ORG,0,24,TP
Table_19_Row_19_Col_0_Para_0,0,Life Insurance Companies,ORG,0,24,TP
Table_19_Row_19_Col_1_Para_0,0,the Insurance Regulatory and Development Authority of India,ORG,26,85,TP
Table_19_Row_19_Col_1_Para_0,0,1938,DATE_TIME,129,133,TP
Table_20_Row_0_Col_0_Para_0,0,Monitoring Agency,ORG,0,17,TP
Table_20_Row_0_Col_1_Para_0,0,the Monitoring Agency Agreement,ORG,44,75,TP
Table_20_Row_0_Col_1_Para_0,0,CARE Ratings Limited,ORG,84,104,TP
Table_20_Row_1_Col_1_Para_0,0,"December 6, 2025",DATE,20,36,TP
Table_20_Row_1_Col_1_Para_0,0,the Monitoring Agency,ORG,74,95,TP
Table_20_Row_3_Col_1_Para_0,0,SEBI,ORG,29,33,TP
Table_20_Row_4_Col_1_Para_0,0,Company,ORG,41,48,TP
Table_20_Row_4_Col_1_Para_0,0,the Net Proceeds,ORG,121,137,TP
Table_20_Row_6_Col_0_Para_0,0,Non-Institutional Investors/,ORG,0,28,TP
Table_20_Row_6_Col_1_Para_0,0,Retail Individual Investors,ORG,33,60,TP
Table_20_Row_7_Col_0_Para_0,0,Non-Institutional Portion,ORG,0,25,TP
Table_20_Row_7_Col_1_Para_1,1,Non-Institutional Investors,ORG,65,92,TP
Table_21_Row_2_Col_0_Para_0,0,Non-Resident,ORG,0,12,TP
Table_21_Row_2_Col_1_Para_0,0,India,LOCATION,26,31,TP
Table_21_Row_2_Col_1_Para_0,0,FEMA,ORG,50,54,TP
Table_21_Row_3_Col_1_Para_0,0,Nuvama Wealth Management Limited,ORG,0,32,TP
Table_21_Row_4_Col_1_Para_0,0,₹,ORG,103,104,TP
Table_21_Row_4_Col_1_Para_0,0,₹,ORG,143,144,TP
Table_21_Row_4_Col_1_Para_0,0,the Promoter Selling Shareholders,ORG,421,454,TP
Table_21_Row_5_Col_1_Para_0,0,"May 22, 2025",DATE,20,32,TP
Table_21_Row_5_Col_1_Para_0,0,the Promoter Selling Shareholders,ORG,55,88,TP
Table_21_Row_5_Col_1_Para_0,0,Offer,ORG,176,181,TP
Table_21_Row_6_Col_1_Para_0,0,Kushal Subbayya Hegde,ORG,218,239,TP
Table_21_Row_6_Col_1_Para_0,0,Pushpa Kushal Hegde,PERSON,329,348,TP
Table_21_Row_6_Col_1_Para_0,0,Rajesh Kushal Hegde,PERSON,436,455,TP
Table_21_Row_6_Col_1_Para_0,0,Rohit Kushal Hegde,PERSON,546,564,TP
Table_21_Row_7_Col_1_Para_0,0,₹,ORG,0,1,TP
Table_21_Row_7_Col_1_Para_0,0,the Price Band,ORG,52,66,TP
Table_21_Row_7_Col_1_Para_0,0,Allotted,ORG,99,107,TP
Table_21_Row_7_Col_1_Para_0,0,Anchor Investors,ORG,142,158,TP
Table_21_Row_7_Col_1_Para_0,0,the Book Building Process,ORG,192,217,TP
Table_21_Row_7_Col_1_Para_0,0,the Book Running Lead Managers,ORG,270,300,TP
Table_21_Row_7_Col_1_Para_0,0,this Red Herring Prospectus,ORG,314,341,TP
Table_21_Row_7_Col_1_Para_0,0,Allotted to Anchor Investors,ORG,385,413,TP
Table_21_Row_7_Col_1_Para_0,0,this Red Herring Prospectus,ORG,461,488,TP
Table_21_Row_7_Col_1_Para_1,1,The Offer Price,ORG,0,15,TP
Table_21_Row_7_Col_1_Para_1,1,the Book Building Process,ORG,119,144,TP
Table_21_Row_8_Col_1_Para_0,0,the Offer for Sale,ORG,94,112,TP
Table_21_Row_8_Col_1_Para_0,0,the Promoter Selling Shareholders,ORG,141,174,TP
Table_21_Row_8_Col_1_Para_0,0,the Offer Proceeds,ORG,213,231,TP
Table_21_Row_9_Col_1_Para_0,0,the Promoter Selling Shareholders,ORG,108,141,TP
Table_21_Row_9_Col_1_Para_0,0,the Offer for Sale,ORG,145,163,TP
Table_21_Row_9_Col_1_Para_0,0,Offer,ORG,181,186,TP
Table_21_Row_10_Col_1_Para_0,0,the Pension Fund Regulatory,ORG,23,50,TP
Table_21_Row_10_Col_1_Para_0,0,Development Authority,ORG,55,76,TP
Table_21_Row_10_Col_1_Para_0,0,the Pension Fund Regulatory,ORG,101,128,TP
Table_21_Row_10_Col_1_Para_0,0,Development Authority Act,ORG,133,158,TP
Table_21_Row_10_Col_1_Para_0,0,2013,DATE_TIME,160,164,TP
Table_21_Row_11_Col_1_Para_0,0,₹,ORG,33,34,TP
Table_21_Row_11_Col_1_Para_0,0,Cap Price,PERSON,115,124,TP
Table_21_Row_11_Col_1_Para_0,0,the Floor Price,ORG,199,214,TP
Table_21_Row_11_Col_1_Para_0,0,the Floor Price,ORG,258,273,TP
Table_21_Row_11_Col_1_Para_0,0,Financial express,ORG,434,451,TP
Table_21_Row_11_Col_1_Para_0,0,daily,DATE_TIME,490,495,TP
Table_21_Row_11_Col_1_Para_0,0,Hindi,ORG,554,559,TP
Table_21_Row_11_Col_1_Para_0,0,daily,DATE_TIME,569,574,TP
Table_21_Row_11_Col_1_Para_0,0,Pune,ORG,590,594,TP
Table_21_Row_11_Col_1_Para_0,0,Loksatta,ORG,606,614,TP
Table_21_Row_11_Col_1_Para_0,0,Marathi,ORG,636,643,TP
Table_21_Row_11_Col_1_Para_0,0,daily,DATE_TIME,644,649,TP
Table_21_Row_11_Col_1_Para_0,0,Marathi,ORG,661,668,TP
Table_21_Row_11_Col_1_Para_0,0,Maharashtra,ORG,700,711,TP
Table_21_Row_11_Col_1_Para_0,0,Working Days,DATE_TIME,767,779,TP
Table_21_Row_11_Col_1_Para_0,0,the Floor Price,ORG,866,881,TP
Table_21_Row_11_Col_1_Para_0,0,the Cap Price,LOCATION,889,902,TP
Table_22_Row_0_Col_1_Para_0,0,RoC,LOCATION,36,39,TP
Table_22_Row_0_Col_1_Para_0,0,2013,DATE_TIME,78,82,TP
Table_22_Row_0_Col_1_Para_0,0,the Offer Price,ORG,138,153,TP
Table_22_Row_0_Col_1_Para_0,0,the Book Building Process,LOCATION,187,212,TP
Table_22_Row_0_Col_1_Para_0,0,Offer,ORG,230,235,TP
Table_22_Row_1_Col_1_Para_0,0,the Public Offer Account,ORG,20,44,TP
Table_22_Row_1_Col_1_Para_0,0,Bid Amounts,ORG,79,90,TP
Table_22_Row_1_Col_1_Para_0,0,ICICI Bank Limited,ORG,173,191,TP
Table_22_Row_2_Col_1_Para_0,0,the Public Offer Account Bank,ORG,25,54,TP
Table_22_Row_2_Col_1_Para_0,0,2013,DATE_TIME,97,101,TP
Table_22_Row_3_Col_1_Para_1,1,Offer,ORG,4,9,TP
Table_22_Row_3_Col_1_Para_1,1,the Offer Price,ORG,437,452,TP
Table_22_Row_3_Col_1_Para_1,1,Anchor Investors,ORG,493,509,TP
Table_23_Row_1_Col_0_Para_0,0,Red Herring Prospectus/,ORG,0,23,TP
Table_23_Row_1_Col_1_Para_0,0,"December 10, 2025",DATE,34,51,TP
Table_23_Row_1_Col_1_Para_0,0,2013,DATE_TIME,112,116,TP
Table_23_Row_1_Col_1_Para_0,0,the SEBI ICDR Regulations,ORG,139,164,TP
Table_23_Row_1_Col_1_Para_0,0,Offer,ORG,283,288,TP
Table_23_Row_1_Col_1_Para_0,0,corrigenda,PERSON,314,324,TP
Table_23_Row_1_Col_1_Para_1,1,"December 16, 2025",DATE,30,47,TP
Table_23_Row_1_Col_1_Para_1,1,Working Days,ORG,73,85,TP
Table_23_Row_1_Col_1_Para_1,1,this Red Herring Prospectus,ORG,102,129,TP
Table_23_Row_1_Col_1_Para_1,1,This Red Herring Prospectus,ORG,144,171,TP
Table_23_Row_1_Col_1_Para_1,1,RoC,LOCATION,221,224,TP
Table_23_Row_1_Col_1_Para_1,1,corrigenda,PERSON,274,284,TP
Table_23_Row_2_Col_1_Para_0,0,the Refund Bank,ORG,24,39,TP
Table_23_Row_3_Col_1_Para_0,0,SEBI,ORG,52,56,TP
Table_23_Row_3_Col_1_Para_0,0,HDFC Bank Limited,ORG,153,170,TP
Table_23_Row_4_Col_1_Para_0,0,Syndicate,ORG,108,117,TP
Table_23_Row_4_Col_1_Para_0,0,Circular,PERSON,180,188,TP
Table_23_Row_4_Col_1_Para_0,0,SEBI,ORG,197,201,TP
Table_23_Row_4_Col_1_Para_0,0,CIR/CFD/14/2012,ORG,215,230,TP
Table_23_Row_4_Col_1_Para_0,0,"October 4, 2012",DATE,237,252,TP
Table_23_Row_5_Col_0_Para_0,0,RTAs/Registrar and,ORG,0,18,TP
Table_23_Row_5_Col_1_Para_0,0,SEBI,ORG,56,60,TP
Table_23_Row_5_Col_1_Para_0,0,the Designated RTA Locations,LOCATION,93,121,TP
Table_23_Row_5_Col_1_Para_0,0,BSE,ORG,167,170,TP
Table_23_Row_5_Col_1_Para_0,0,NSE,ORG,175,178,TP
Table_23_Row_6_Col_1_Para_0,0,"May 22, 2025",DATE,20,32,TP
Table_23_Row_6_Col_1_Para_0,0,the Promoter Selling Shareholders,ORG,54,87,TP
Table_23_Row_6_Col_1_Para_0,0,Registrar,ORG,96,105,TP
Table_23_Row_6_Col_1_Para_0,0,Registrar,ORG,178,187,TP
Table_23_Row_6_Col_1_Para_0,0,Offer,ORG,219,224,TP
Table_23_Row_7_Col_0_Para_0,0,Registrar,ORG,0,9,TP
Table_23_Row_7_Col_0_Para_0,0,Offer,ORG,17,22,TP
Table_23_Row_7_Col_1_Para_0,0,MUFG Intime India Private Limited,ORG,0,33,TP
Table_23_Row_8_Col_1_Para_0,0,Offer,ORG,134,139,TP
Table_23_Row_8_Col_1_Para_0,0,Karta,ORG,179,184,TP
Table_23_Row_9_Col_1_Para_0,0,Retail Individual Investors,ORG,148,175,TP
Table_23_Row_10_Col_1_Para_1,1,QIB,ORG,0,3,TP
Table_23_Row_10_Col_1_Para_1,1,Non-Institutional Investors,ORG,16,43,TP
Table_23_Row_10_Col_1_Para_1,1,Retail Individual Investors,ORG,164,191,TP
Table_23_Row_12_Col_1_Para_0,0,SEBI,ORG,29,33,TP
Table_23_Row_12_Col_1_Para_0,0,ASBA,ORG,68,72,TP
Table_23_Row_12_Col_1_Para_0,0,UPI,ORG,93,96,TP
Table_23_Row_12_Col_1_Para_1,1,SEBI,ORG,30,34,TP
Table_23_Row_12_Col_1_Para_1,1,UPI Mechanism,ORG,48,61,TP
Table_23_Row_12_Col_1_Para_1,1,SEBI,ORG,113,117,TP
Table_23_Row_13_Col_1_Para_0,0,MUFG Intime India Private Limited,ORG,81,114,TP
Table_23_Row_14_Col_1_Para_0,0,"December 6, 2025",DATE,20,36,TP
Table_23_Row_14_Col_1_Para_0,0,the Promoter Selling Shareholders,ORG,71,104,TP
Table_23_Row_14_Col_1_Para_0,0,the Share Escrow Agent,ORG,109,131,TP
Table_23_Row_14_Col_1_Para_0,0,the Offer for Sale,ORG,261,279,TP
Table_23_Row_14_Col_1_Para_0,0,Offer,ORG,300,305,TP
Table_23_Row_14_Col_1_Para_0,0,Allottees,ORG,367,376,TP
Table_23_Row_14_Col_1_Para_0,0,the Basis of Allotment,ORG,396,418,TP
Table_24_Row_0_Col_1_Para_0,0,Syndicate,ORG,26,35,TP
Table_24_Row_0_Col_1_Para_0,0,ASBA Forms,ORG,49,59,TP
Table_24_Row_1_Col_1_Para_0,0,SEBI,ORG,41,45,TP
Table_24_Row_1_Col_1_Para_0,0,the Stock Exchanges,ORG,116,135,TP
Table_24_Row_1_Col_1_Para_0,0,NPCI,ORG,140,144,TP
Table_24_Row_1_Col_1_Para_0,0,UPI,ORG,222,225,TP
Table_24_Row_1_Col_1_Para_0,0,UPI,ORG,244,247,TP
Table_24_Row_1_Col_1_Para_0,0,the UPI Circulars,ORG,297,314,TP
Table_24_Row_1_Col_1_Para_0,0,HDFC Bank Limited,ORG,335,352,TP
Table_24_Row_1_Col_1_Para_0,0,ICICI Bank Limited,ORG,357,375,TP
Table_24_Row_2_Col_1_Para_0,0,BSE Limited,ORG,14,25,TP
Table_24_Row_2_Col_1_Para_0,0,National Stock Exchange of India Limited,ORG,30,70,TP
Table_24_Row_3_Col_0_Para_0,0,STT,ORG,0,3,TP
Table_24_Row_4_Col_1_Para_0,0,"December 9, 2025",DATE,16,32,TP
Table_24_Row_4_Col_1_Para_0,0,the Promoter Selling Shareholders,ORG,72,105,TP
Table_24_Row_4_Col_1_Para_0,0,Registrar,ORG,148,157,TP
Table_24_Row_5_Col_1_Para_0,0,SEBI,ORG,54,58,TP
Table_24_Row_5_Col_1_Para_0,0,Offer,ORG,142,147,TP
Table_24_Row_5_Col_1_Para_0,0,Nuvama Wealth Management Limited,ORG,200,232,TP
Table_24_Row_5_Col_1_Para_0,0,ICICI Securities Limited,ORG,237,261,TP
Table_25_Row_1_Col_0_Para_0,0,Syndicate,ORG,25,34,TP
Table_25_Row_1_Col_1_Para_0,0,Syndicate,ORG,28,37,TP
Table_25_Row_2_Col_0_Para_0,0,NBFC-SI,ORG,54,61,TP
Table_25_Row_4_Col_1_Para_0,0,the Promoter Selling Shareholders,ORG,38,71,TP
Table_25_Row_4_Col_1_Para_0,0,Prospectus,ORG,164,174,TP
Table_25_Row_4_Col_1_Para_0,0,RoC,LOCATION,184,187,TP
Table_25_Row_5_Col_0_Para_0,0,UPI,ORG,0,3,TP
Table_25_Row_5_Col_1_Para_0,0,Unified Payments Interface,ORG,0,26,TP
Table_25_Row_5_Col_1_Para_0,0,NPCI,ORG,80,84,TP
Table_25_Row_6_Col_0_Para_0,0,UPI Bidder(s,ORG,0,12,TP
